Серия,Блеск при 60 град,Условная вязкость,ΔE,ΔL,Δa,Цветовое различие между партиями ΔЕ d/8,Δb,Время сушки,"Пиковая температура металла, °С",Толщина  для грунта,Адгезия,Стойкость к растворителям,Визуальный контроль поверхности,Внешний вид,Количество выкрасок с партии,Unnamed: 16,Степень перетира,Твердого вещества по объему,Грунт,Толщина пленки жидк.,Толщина для эмали/лака/чернил,Теоретический расход,Прочность при изгибе,Стойкость к обратному удару,Твердость по карандашу,Прочность растяжения по Эриксену,Блеск,Плотность,Массовая доля нелетучих веществ
,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение
п.44896 от 16.10.25 до 16.04.26,"6,40000","60,00000",,,,,,"25,00000","232,00000","6,00000",,,Без дефектов,,,"1,52948","22,00000","38,49205",,"15,53581",,"17,61403",,,,,,"1,13000","52,10000"
п.44897 от 16.10.25 до 16.04.26,,"77,00000",,,,,,"26,00000","224,00000","6,00000",,"5,00000",Без дефектов,,,"1,55194","19,00000",,,,,"16,70248","1,5",,,,,"1,16000","55,75000"
п.44898 от 17.10.25 до 17.04.26,"40,10000","84,00000","0,11400","0,09500","-0,06200",,"0,00700","30,00000","232,00000","5,67000",,"120,00000",Без дефектов,,,"1,65758","25,00000","46,15000",РРМ 310,"38,43987","17,74000","45,87441","1,5","10,00000",H,"7,00000",,"1,20000","64,10000"
п.44900 от 16.10.25 до 16.04.26,"45,20000","101,00000","0,51400","0,16300","0,46400","0,48800","0,15100","32,00000","232,00000","3,85000",,"120,00000",Без дефектов,,,"1,63086","27,00000","50,23875",РРМ 310,"32,60431","16,38000","39,81151","1,5","10,00000",H,"7,00000",,"1,21000","67,10000"
п.44901 от 17.10.25 до 17.04.26,"36,40000","95,00000","0,04104","0,03000",,,"-0,02800","30,00000","232,00000","5,60000",,"110,00000",Без дефектов,,,"1,70756","29,00000","47,26375",РРМ 310,"41,89257","19,80000","51,46072","1,5","10,00000",H,"6,00000",,"1,23000","65,70000"
п.44902 от 20.10.25 до 20.04.26,"39,54000","93,00000","0,34400","0,17100","-0,29700",,"-0,01700","30,00000","232,00000","5,74000",,"120,00000",Без дефектов,,,"1,58827","26,00000","48,52250",РРМ 310,"37,50837","18,20000","44,40337","1,5","10,00000",H,"7,00000",,"1,18000","65,10000"
п.44903 от 15.10.25 до 15.04.26,"36,00000","93,00000","0,40645","0,16800","-0,05500",,"-0,36600","30,00000","232,00000","6,00000",,"120,00000",Без дефектов,,,"1,94961","26,00000","45,47000",РРМ 310,"39,58654","18,00000","52,22174","1,5","10,00000",H,"7,00000",,"1,33000","67,20000"
п.44904 от 16.10.25 до 16.04.26,"36,10000","103,00000","0,37400","0,20600","0,29400",,"0,10500","34,00000","249,00000","24,20000","1,00000","100,00000",Без дефектов,,"2,00000","1,73003",,"45,88068",PPU 331,"54,48917","25,00000","69,20124",1,"30,00000",H,"7,00000",,"1,27000","62,50000"
п.44905 от 15.10.25 до 15.04.26,"38,30000","91,00000","0,16900","-0,05200","0,06200",,"0,14900","30,00000","232,00000","4,50000",,"100,00000",Без дефектов,,,"1,63074","30,00000","46,59875",РРМ 310,"39,42166","18,37000","46,73418","1,5","10,00000",H,"7,00000",,"1,19000","64,10000"
п.44906 от 21.10.25 до 21.04.26,"21,60000","98,50000","0,33700","-0,06300","0,17400",,"0,28200","35,00000","249,00000","16,98000",,"110,00000",,,,,,,Полиуретановый,,"21,27000",,0,"12,00000",H,"7,00000",,"1,12000","58,80000"
п.44907 от 17.10.25 до 17.04.26,"37,00000","90,00000","0,35700","0,06700","-0,03700",,"-0,34900","28,00000","232,00000","4,55000","1,00000","110,00000",Без дефектов,,,"2,06387","30,00000","46,31125",РРМ 310,"44,01294","20,23000","60,42281","1,5","10,00000",F,"7,00000",,"1,39000","69,10000"
п.44909 от 22.10.25 до 22.04.26,"73,52000","130,00000",,,,,,"12,00000",,,,"10,00000",Без дефектов,,,,,,,,"7,00000",,,,,,,"0,98000","36,70000"
п.44910 от 20.10.25 до 20.04.26,"6,00000","77,00000",,,,,,"10,00000",,"6,00000",,"40,00000",Без дефектов,,,,,,D'LAC WET 1020 HV,,"3,00000",,,,,,,"1,05000","43,80000"
п.44911 от 20.10.25 до 20.04.26,"36,00000","101,00000","0,05100","-0,01100","-0,00300",,"0,05000","30,00000","232,00000","6,00000","1,00000","110,00000",Без дефектов,,,"1,62594","30,00000","48,85000",РРМ 310,"36,73469","18,00000","44,41121","1,5","10,00000",F,"7,00000",,"1,20000","65,90000"
п.44912 от 16.10.25 до 16.04.26,"37,54000","93,00000","0,32698","0,27700","0,17300",,"-0,01600","30,00000","232,00000","5,80000","1,00000","100,00000",Без дефектов,,,"1,87531","26,00000","39,13674",РРМ 310,"45,99259","18,00000","55,33791","1,50000","10,00000",H,"7,00000",,"1,24845","60,99915"
п.44913 от 17.10.25 до 17.04.26,"37,50000","95,00000","0,15400","0,09500","0,03300",,"0,11700","30,00000","232,00000","5,65000",,"120,00000",Без дефектов,,,"1,63628","27,00000","44,31875",РРМ 310,"41,68373","18,32000","48,15519","1,5","10,00000",H,"7,00000",,"1,18000","62,25000"
п.44914 от 20.10.25 до 20.04.26,"99,50000","76,00000",,,,,,"12,00000",,"6,00000",,"40,00000",Без дефектов,,"3,00000",,,,D'LAC WEF 3020,,"3,00000",,,,,,,"1,02000","39,35000"
п.44916 от 16.10.25 до 16.04.26,"47,50000","99,00000","0,18900","-0,16700","-0,01800","0,20700","-0,08700","30,00000","232,00000","3,33000",,"120,00000",Без дефектов,,,"1,46167","25,00000","46,37313",РРМ 310,"33,83425","15,69000","37,38171","1,5","10,00000",H,"7,00000",,"1,11000","61,35000"
п.44917 от 17.10.25 до 17.04.26,"10,00000","74,00000",,,,,,"30,00000","232,00000","6,00000",,"30,00000",Без дефектов,,,"1,54494","20,00000","40,60511",,"14,77647",,"16,99293",,,,,,"1,15000","54,55000"
п.44919 от 20.10.25 до 20.04.26,,"65,00000",,,,,,,"224,00000","5,00000",,,,,,"2,49297","8,00000",,,,"12,00000","84,86711",,,,,,"1,14000","35,25000"
п.44920 от 17.10.25 до 17.04.26,"18,90000","68,00000",,,,,,"30,00000","232,00000",,,"100,00000",Без дефектов,,,"1,56935","16,00000","39,16761",,"15,31878","6,00000","17,61660",3,"5,00000",F,,,"1,15000","53,45000"
п.44921 от 17.10.25 до 17.04.26,"40,26000","84,00000","0,28500","0,26100","0,02100",,"0,11100","28,00000","232,00000","5,01000",,"120,00000",Без дефектов,,,"1,73430","27,00000","51,58125",Грунт Фестпро (для ММК),"34,99334","18,05000","45,04201","1,5","10,00000",H,"7,00000",,"1,27000","69,50000"
п.44922 от 17.10.25 до 17.10.27,,,"10,59500",,,"0,26900",,,,,,,,,,,"27,00000",,,,,,,,,,"73,40000","1,47000",
п.44923 от 17.10.25 до 17.10.27,,,"0,43600",,,"0,39800",,,,,,,,,,,"30,00000",,,,,,,,,,"77,76000","1,53000",
п.44924 от 16.10.25 до 16.04.26,,,,,,,,"25,00000","232,00000",,,,,,,,"10,00000",,,,"19,66000",,,,,,,,
п.44925 от 20.10.25 до 20.04.26,"4,00000","91,00000","0,20600","-0,18700","0,08400",,"0,02300","28,00000","232,00000","5,00000",,"110,00000",Без дефектов,,,"1,32613",,"49,31250",Полиэфирный,"40,55767","20,00000","44,61343","1,5","10,00000",H,"7,00000",,"1,10000","59,45000"
п.44926 от 20.10.25 до 20.10.27,,,,,,"0,01600",,,,,,,,,,,"60,00000",,,,,,,,,,,"1,69000","85,40000"
п.44927 от 16.10.25 до 16.04.26,,,,,,,,,,,,,,Соответствует,,,"25,00000",,,,,,,,,,,,"60,70000"
п.44928 от 20.10.25 до 20.04.26,"40,80000","85,00000","0,11600","-0,07100","-0,08700",,"0,02800","30,00000","232,00000","5,87000",,"120,00000",Без дефектов,,,"1,60068","25,00000","41,63750",РРМ 310,"43,99880","18,32000","49,36777","1,5","10,00000",H,"7,00000",,"1,15000","59,40000"
п.44929 от 22.10.25 до 22.04.26,"2,40000","104,00000","0,70200","0,65700","0,01400",,"-0,24700","30,00000","232,00000","6,00000",,"120,00000",Без дефектов,,"2,00000","1,26638",,"49,17500",РРМ 310,"36,60397","18,00000","39,16624","1,5","10,00000",H,"7,00000",,"1,07000","58,20000"
п.44930 от 20.10.25 до 20.04.26,"5,70000","63,00000",,,,,,"25,00000","232,00000","6,00000",,,Без дефектов,,,"1,54036","18,00000","39,37273",,"15,23897",,"17,37243",,,,,,"1,14000","53,20000"
п.44931 от 17.10.25 до 17.04.26,,"80,00000",,,,,,"32,00000","227,00000","5,00000",,"15,00000",Без дефектов,,,"1,56820",,"39,23295",,"12,76565",,"14,65605",,,,,,"1,15000","53,50000"
п.44933 от 17.10.25 до 17.04.26,"40,20000","86,00000","0,31100","0,20200","0,20000","0,44500","-0,12500","28,00000","224,00000","5,00000",,"120,00000",Без дефектов,,,"1,86746","22,00000","47,84563",РРМ 310,"35,53094","17,00000","46,58382",1,"16,00000",F,"7,00000",,"1,31000","68,15000"
п.44934 от 17.10.25 до 17.04.26,"34,50000","88,00000","0,33220","0,21000","0,24400",,"0,08200","30,00000","232,00000","6,00000",,"100,00000",Без дефектов,,,"1,83911","30,00000","46,09993",РРМ 310,"39,91329","18,40000","50,95248","1,50000","10,00000",H,"7,00000",,"1,28388","66,41426"
п.44936 от 17.10.25 до 17.10.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
п.44937 от 20.10.25 до 20.04.26,"5,68000","88,00000",,,,,,"7,00000",,,,"40,00000",Без дефектов,,"2,00000",,"20,00000",,D'LAC WET 1020 HV,,,,,,,,,"1,07000","39,10000"
п.44939 от 20.10.25 до 20.04.26,"39,10000","109,50000","0,03300","0,00100","0,03200",,"-0,00700","30,00000","232,00000","6,00000",,"55,00000",Без дефектов,,,"1,40495",,"39,84500",РРМ 310,"45,32578","18,00000","46,31718","1,5","10,00000",H,"7,00000",,"1,06000","54,60000"
п.44940 от 21.10.25 до 21.04.26,"34,60000","93,00000","0,23900","0,20600","-0,04100",,"-0,11400","30,00000","232,00000","6,00000","1,00000","110,00000",Без дефектов,,,"2,18780","29,00000","48,52587",РРМ 310,"41,21513","20,00000","60,78337","0,5","20,00000",2H,"7,00000",,"1,47000","71,98687"
п.44941 от 17.10.25 до 17.04.26,"33,40000","88,00000","0,30867","-0,25900","0,15900",,"-0,05400","28,00000","232,00000","5,00000",,"100,00000",Без дефектов,,,"1,46093",,"41,54875",Полиэфирный 1311Т34 ALBA,"43,32260","18,00000","46,05388","1,5","10,00000",F,"6,00000",,"1,09000","57,10000"
п.44942 от 17.10.25 до 17.04.26,"38,90000","93,50000","0,30000","-0,28300","0,06100",,"0,07700","30,00000","232,00000","5,57000",,"100,00000",Без дефектов,,,"1,57708","29,00000","45,62500",РРМ 310,"39,44591","17,94000","45,26847","1,5","10,00000",H,"7,00000",,"1,16000","62,50000"
п.44943 от 17.10.25 до 17.04.26,"83,94000","70,00000",,,,,,"480,00000",,,,"20,00000",Без дефектов,,,,"7,00000",,,,"4,00000",,2,,,,,"1,39000","65,80000"
п.44944 от 20.10.25 до 20.04.26,"281,00000","55,00000",,,,,,"480,00000",,,,"20,00000",Без дефектов,,,,,,,,"6,00000",,"1,5",,,,,"1,03000","49,30000"
п.44945 от 16.10.25 до 16.04.26,,,,,,,,,,,,,,Соответствует,,,,,,,,,,,,,,,
п.44946 от 17.10.25 до 17.04.26,"39,16000","82,00000","0,31800","0,29000","-0,12000",,"0,04600","28,00000","232,00000","5,56000",,"120,00000",Без дефектов,,,"1,84441","28,00000","50,74750",РРМ 310,"34,71462","17,76000","46,69537","1,5","10,00000",H,"7,00000",,"1,32000","70,15000"
п.44947 от 20.10.25 до 20.10.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,33000",
п.44948 от 21.10.25 до 21.10.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,97000","64,45000"
п.44949 от 17.10.25 до 17.10.27,,,,,,,,,,,,,,Прозрачный,,,,,,,,,,,,,,,
п.44950 от 21.10.25 до 21.10.26,,,,,,,,,,,,,,Соответствует,,,,,,,,,,,,,,"1,26000",
п.44951 от 22.10.25 до 22.10.26,,,,,,,,,,,,,,Соответствует,,,,,,,,,,,,,,"1,27000",
п.44952 от 05.11.25 до 05.05.26,"7,56000","57,50000",,,,,,"25,00000","232,00000","5,00000",,,Без дефектов,,,"1,54363","23,33333","39,17841",,"12,76213",,"14,54883",,,,,,"1,14000","53,05000"
п.44953 от 23.10.25 до 23.04.26,"43,60000","88,00000","0,31900","0,29200","0,09400",,"-0,08900","28,00000","232,00000","7,05000",,"120,00000",Без дефектов,,,"1,45470","23,00000","39,72250",Грунт Фестпро (для ММК),"44,98710","17,87000","46,96569","1,5","10,00000",H,"7,00000",,"1,08000","55,35000"
п.44954 от 21.10.25 до 21.04.26,"31,80000","61,00000",,,,,,"30,00000","232,00000","5,00000",,"50,00000",Без дефектов,,,"1,65975","30,00000","39,75625",РРМ 310,"13,90826","5,52000","16,52269",3,"3,00000",H,,,"1,19000","55,45000"
п.44955 от 20.10.25 до 20.04.26,"38,30000","85,00000","0,32400","-0,31100","-0,08800",,"-0,01700","30,00000","232,00000","5,30000",,"100,00000",Без дефектов,,,"1,51327","25,00000","45,47750",РРМ 310,"40,58562","18,40000","45,34869","1,5","10,00000",H,"7,00000",,"1,13000","61,40000"
п.44956 от 21.10.25 до 21.04.26,"11,20000","65,00000",,,,,,"26,00000","224,00000","5,00000",,"30,00000",Без дефектов,,,"1,57050","20,00000","39,10227",,"12,78698",,"14,70503",,,,,,"1,15000","53,40000"
п.44957 от 21.10.25 до 21.04.26,"40,00000","92,00000","0,22430","0,19800","-0,10500",,"-0,00900","30,00000","232,00000","5,57000",,"120,00000",Без дефектов,,,"1,69847","26,00000","46,32000",РРМ 310,"38,79534","17,97000","47,10105","1,5","10,00000",H,"7,00000",,"1,22000","64,80000"
п.44959 от 20.10.25 до 20.04.26,"39,20000","95,00000","0,27400","0,08500","0,24600","0,18900","0,08400","29,00000","224,00000","5,63000",,"120,00000",Без дефектов,,,"1,66315","25,00000","45,70000",РРМ 310,"39,75930","18,17000","47,36596",1,"16,00000",F,"7,00000",,"1,20000","63,80000"
п.44960 от 21.10.25 до 21.10.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
п.44961 от 21.10.25 до 21.10.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
п.44962 от 22.10.25 до 22.10.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
п.44963 от 23.10.25 до 23.10.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
п.44964 от 23.10.25 до 23.10.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
п.44965 от 24.10.25 до 24.10.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
п.44967 от 17.10.25 до 17.04.26,"46,72000","96,00000","0,28800","-0,21100","-0,19400","0,19000","-0,03100","30,00000","232,00000","3,50000",,"120,00000",Без дефектов,,,"1,43394","25,00000","47,13125",РРМ 310,"33,28067","15,80000","36,80963","1,5","10,00000",H,"7,00000",,"1,10000","61,55000"
п.44968 от 20.10.25 до 20.04.26,"36,12000","122,00000","0,47100","0,34500","-0,26900",,"-0,17600","35,00000","249,00000","24,00000",,"110,00000",Без дефектов,,,"1,27617",,"47,95909",PPU 331,"52,12776","25,00000","55,77670","1,5","10,00000",H,,,"1,07000","57,20000"
п.44969 от 21.10.25 до 21.04.26,,"74,50000",,,,,,"27,00000","224,00000","5,00000",,"15,00000",Без дефектов,,,"1,50733","15,00000","41,44545",,"12,06405",,"13,75302",,,,,,"1,14000","54,80000"
п.44970 от 20.10.25 до 20.04.26,"48,20000","99,00000","0,34700","0,11500","0,32400","0,07600","-0,04600","32,00000","232,00000","3,58000",,"120,00000",Без дефектов,,,"1,59539","26,00000","47,85875",РРМ 310,"33,39960","15,96000","39,38503","1,5","10,00000",H,"7,00000",,"1,18000","64,65000"
п.44971 от 17.10.25 до 17.04.26,"52,50000",,,,,,,"25,00000","232,00000",,,,,,,,"10,00000",,,,"19,55000",,,,,,,,
п.44972 от 24.10.25 до 24.04.26,"32,62000","105,00000","0,47220","0,28000","0,01300",,"0,38000","35,00000","249,00000","25,00000","1,00000","100,00000",Не соответствует,,,"1,63436",,"47,72273",PPU 331,"52,38594","25,00000","64,95857",1,"30,00000",H,"7,00000",,"1,24000","62,90000"
п.44973 от 20.10.25 до 20.04.26,"43,30000","109,00000","0,49400","0,02200","0,29300",,"-0,39800","36,00000","249,00000","25,00000",,"110,00000",Без дефектов,,,"1,54406",,"51,20000",PPU 331,"48,82813","25,00000","59,57031","1,5","10,00000",H,,,"1,22000","64,80000"
п.44974 от 20.10.25 до 20.04.26,"27,60000","69,50000",,,,,,"47,00000","232,00000","5,00000",,"100,00000",Без дефектов,,,"1,19267",,"47,97330",РРМ 310,"25,01391","12,00000","25,76433","1,5","4,00000",H,,,"1,03000","55,55000"
п.44975 от 20.10.25 до 20.04.26,"32,80000","84,00000","0,35617","-0,26700","-0,10100",,"-0,21300","30,00000","232,00000","6,00000",,"100,00000",Без дефектов,,,"1,64624","27,00000","46,52173",РРМ 310,"38,69160","18,00000","46,11809","1,50000","10,00000",H,"7,00000",,"1,19682","64,25309"
п.44976 от 20.10.25 до 20.04.26,"35,50000","90,00000","0,46997","0,19300","-0,42400",,"0,06200","30,00000","232,00000","5,00000","1,00000","100,00000",Без дефектов,,,"1,82074","23,00000","39,21068",РРМ 310,"45,90586","18,00000","54,29700","1,5","10,00000",H,"7,00000",,"1,22681","60,35942"
п.44977 от 21.10.25 до 21.04.26,"9,20000","72,00000",,,,,,"10,00000",,"7,00000",,"40,00000",Без дефектов,,,,,,D'LAC WET 1020 HV,,,,,,,,,"1,05000","43,50000"
п.44978 от 23.10.25 до 23.04.26,"6,40000","88,00000",,,,,,"10,00000",,"8,00000",,"40,00000",Без дефектов,,,,,,D'LAC WET 1020 HV,,"2,00000",,,,,,,"1,06000","44,90000"
п.44979 от 20.10.25 до 20.10.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
п.44980 от 21.10.25 до 21.04.26,,"77,00000",,,,,,"27,00000","224,00000","6,00000",,"30,00000",Без дефектов,,,"1,53649","15,00000","41,12784",,"14,58866",,"16,77696",,,,,,"1,15000","54,95000"
п.44981 от 23.10.25 до 23.04.26,"40,90000","87,00000","0,30100","-0,15000","-0,25100",,"0,07200","30,00000","232,00000","6,17000",,"120,00000",Без дефектов,,,"1,59371","26,00000","42,21250",РРМ 310,"42,09654","17,77000","47,35831","1,5","10,00000",H,"7,00000",,"1,15000","59,80000"
п.44982 от 20.10.25 до 20.04.26,"31,00000","88,00000","0,18100","-0,02600","-0,17800",,"-0,02300","47,00000","232,00000","5,00000",,"100,00000",Без дефектов,,,"1,51540","25,00000","45,35417",РРМ 310,"40,12861","18,20000","44,97242","1,5","4,00000",H,"4,00000",,"1,13042","61,32706"
п.44983 от 23.10.25 до 23.04.26,"44,80000","100,00000","0,29176","-0,12900","-0,18900",,"-0,18100","30,00000","232,00000","6,00000",,"110,00000",Без дефектов,,,"1,46399","28,00000",,PPE 100,,"19,00000","41,60929","1,5","10,00000",H,"6,00000",,"1,20000","66,85000"
п.44984 от 20.10.25 до 20.04.26,"38,20000","90,50000","0,35356","0,35100","-0,02400","0,28300","-0,03500","29,00000","224,00000","6,00000",,"120,00000",Без дефектов,,,"1,87207","24,00000","46,21250",РРМ 310,"36,78658","17,00000","47,57127",1,"16,00000",F,"7,00000",,"1,30000","66,90000"
п.44985 от 21.10.25 до 21.04.26,"40,50000","95,00000","0,16100","0,15400","-0,01900",,"-0,04400","30,00000","232,00000","6,00000",,"100,00000",Без дефектов,,,"2,03781","28,00000","49,94500",РРМ 310,"35,03854","17,50000","49,80691","1,5","10,00000",H,"7,00000",,"1,41000","71,60000"
п.44986 от 22.10.25 до 22.04.26,"47,04000","100,00000","0,20981","-0,19700","0,05800",,"-0,04300","30,00000","232,00000","6,00000",,"110,00000",Без дефектов,,,"1,55632","28,00000",,PPE 100,,"20,00000","44,85074","1,5","10,00000",H,"6,00000",,"1,26000","69,40000"
п.44987 от 28.10.25 до 28.04.26,"37,90000","89,00000","0,26477","0,26400","0,00900",,"-0,01800","30,00000","232,00000","5,00000",,"100,00000",Без дефектов,,"4,00000","2,05491",,"45,66250",Полиэфирный 1311Т34 ALBA,"39,41966","18,00000","53,99757","1,5","10,00000",F,"6,00000",,"1,38000","68,50000"
п.44988 от 22.10.25 до 22.04.26,"31,00000","60,00000",,,,,,"30,00000","232,00000","6,00000",,"50,00000",Без дефектов,,,"1,63263","22,00000","39,86023",РРМ 310,"15,80523","6,30000","18,65017",3,"3,00000",H,,,"1,18000","55,15000"
п.44989 от 23.10.25 до 23.04.26,,"75,00000",,,,,,"29,00000","224,00000","5,00000",,"15,00000",Без дефектов,,,"1,58658","16,00000","39,62727",,"12,59662",,"14,63638",,,,,,"1,16000","54,20000"
п.44990 от 23.10.25 до 23.04.26,"41,90000","86,00000","0,23927","-0,23000","-0,01600","0,25800","0,06400","27,00000","224,00000","4,96000",,"120,00000",Без дефектов,,,"1,59844","24,00000","43,74000",РРМ 310,"40,30636","17,63000","46,04665",1,"16,00000",F,"7,00000",,"1,16000","61,20000"
п.44991 от 23.10.25 до 23.04.26,"4,30000","95,00000","0,40500","0,25100","0,17500",,"-0,26600","30,00000","232,00000","6,00000",,"120,00000",Соответствует,,,"1,37985",,"46,01364",РРМ 310,"43,46537","20,00000","48,24657","1,5","10,00000",H,"7,00000",,"1,11000","57,20000"
п.44992 от 22.10.25 до 22.04.26,"41,30000","87,00000","0,30800","0,18900","0,01900",,"0,24300","32,00000","232,00000","4,50000",,"120,00000",Без дефектов,,,"1,56924","25,00000","46,35000",РРМ 310,"37,75620","17,50000","43,59006","1,5","10,00000",H,"7,00000",,"1,16000","63,00000"
п.44993 от 22.10.25 до 22.04.26,"39,00000","81,00000","0,52100","0,35800","0,37100",,"-0,07900","30,00000","232,00000","5,67000",,"120,00000",Без дефектов,,,"1,56924","25,00000","46,35000",РРМ 310,"39,09385","18,12000","45,13440","1,5","10,00000",H,"7,00000",,"1,16000","63,00000"
п.44994 от 20.10.25 до 20.04.26,,,,,,,,"25,00000","232,00000",,,,,,,,"14,00000",,,,"20,40000",,,,,,,,
п.44995 от 21.10.25 до 21.10.27,,,,,,"0,42200",,,,,,,,,,,"60,00000",,,,,,,,,,,"1,68000","85,40000"
п.44996 от 27.10.25 до 27.10.27,,,,,,,,,,,,,,,,,"50,00000",,,,,,,,,,,"1,77000",
п.44998 от 02.10.25 до 02.04.26,"4,28000","90,00000","0,47000","0,42200","-0,16700",,"-0,11800","28,00000","232,00000","6,00000",,"100,00000",Без дефектов,,,"1,30939",,"48,90625",РРМ 310,"41,47227","20,00000","44,57508","1,5","10,00000",H,"7,00000",,"1,09000","58,75000"
п.44999 от 21.10.25 до 21.10.27,"0,40000",,"3,46500","-3,45400","0,03900","0,10800","0,27100",,,,,,,,,,"35,00000",,,,,,,,,,,"1,38000",
п.45000 от 21.10.25 до 21.04.26,"41,90000","86,00000","0,42185","0,00300","0,31100",,"0,28500","27,00000","224,00000","5,98000",,"120,00000",Без дефектов,,,"1,52316","27,00000","44,48875",РРМ 310,,"18,12000","45,46897",1,"16,00000",F,"7,00000",,"1,13000","60,70000"
п.45001 от 21.10.25 до 21.04.26,"42,90000","90,00000","0,38800","0,36300","-0,11500",,"-0,07500","32,00000","232,00000","5,47000",,"120,00000",Без дефектов,,,"1,63161","23,00000","46,52438",РРМ 310,"38,10905","17,73000","45,16534","1,5","10,00000",H,"7,00000",,"1,19000","64,05000"
п.45002 от 22.10.25 до 22.04.26,"80,80000","84,00000","0,21476","0,13000","0,11100",,"0,13100","29,00000","224,00000","6,31000",,"120,00000",Без дефектов,,,"1,57392","15,00000","45,91500",РРМ 310,"39,24643","18,02000","45,23450",1,"16,00000",F,"7,00000",,"1,16000","62,70000"
п.45003 от 21.10.25 до 21.04.26,"36,30000","91,50000","0,25200","0,07300","-0,11200","0,28200","0,21300","27,00000","224,00000","5,04000",,"120,00000",Без дефектов,,,"1,90176","27,00000","44,42500",РРМ 310,"39,71759","17,58000","50,81000",1,"16,00000",F,"7,00000",,"1,30000","65,80000"
п.45004 от 21.10.25 до 21.04.26,"46,80000","95,00000","0,25800","0,24900","0,04800",,"-0,05100","30,00000","232,00000","5,00000",,"110,00000",Без дефектов,,,"1,66120","30,00000",,PPE 100,,"20,00000","47,59899","1,5","10,00000",H,"6,00000",,"1,31000","69,80000"
п.45005 от 23.10.25 до 23.04.26,"45,50000","87,00000","0,46122","-0,11300","-0,42300",,"0,14500","30,00000","232,00000","6,00000",,"110,00000",Сорность,,,"1,45964","25,00000",,PPE 100,,"20,00000","44,50110","1,5","10,00000",H,"6,00000",,"1,19000","65,60000"
п.45006 от 21.10.25 до 21.04.26,"33,30000","86,00000","0,29400","0,09000","0,15600",,"0,23300","28,00000","232,00000","6,00000","1,00000","100,00000",Без дефектов,,,"1,46456","26,00000","42,67801",РРМ 310,"42,17629","18,00000","45,32214","1,5","10,00000",H,"7,00000",,"1,09618","58,16600"
п.45007 от 22.10.25 до 22.04.26,"31,30000","88,00000","0,28774","-0,01900","-0,25700",,"-0,12800","30,00000","232,00000","6,00000","1,00000","100,00000",Без дефектов,,,"1,96361","29,00000","41,91425",РРМ 310,"42,94482","18,00000","54,84032","1,5","10,00000",H,"7,00000",,"1,30716","64,45072"
п.45008 от 22.10.25 до 22.04.26,,"67,00000",,,,,,,"224,00000","5,00000",,,,,,"2,39203","10,00000",,,,"12,00000","82,01237",,,,,,"1,13000","35,00000"
п.45009 от 22.10.25 до 22.04.26,,,,,,,,"25,00000","232,00000",,,,,,,,"10,00000",,,,"20,40000",,,,,,,,
п.45010 от 21.10.25 до 21.04.26,"41,72000","87,00000","0,23900","-0,23000","-0,01700","0,26800","0,06400","27,00000","224,00000","5,30000",,"120,00000",Без дефектов,,,"1,60015","27,00000","43,59500",РРМ 310,"41,61182","18,02000","47,19260",1,"16,00000",F,"7,00000",,"1,16000","61,10000"
п.45011 от 22.10.25 до 22.04.26,"3,90000","89,00000","0,18500","0,15600","0,00800",,"0,09900","30,00000","232,00000","6,00000",,"120,00000",Без дефектов,,,"1,30402",,"49,52557",РРМ 310,"40,38318","20,00000","44,01767",1,"10,00000",H,"7,00000",,"1,09000","59,25000"
п.45012 от 21.10.25 до 21.04.26,"39,60000","105,00000","0,26300","0,21500","-0,00900",,"0,15100","32,00000","232,00000","5,00000","1,00000","110,00000",Без дефектов,,,"1,66129","29,00000","45,85000",РРМ 310,"41,85022","19,00000","49,39660","1,5","10,00000",F,"7,00000",,"1,20000","63,90000"
п.45014 от 23.10.25 до 23.04.26,"40,00000","86,00000","0,42900","-0,24000","-0,28400",,"0,21400","30,00000","232,00000","5,30000",,"120,00000",Без дефектов,,,"1,59892","25,00000","41,78125",РРМ 310,"43,56021","18,20000","48,90824","1,5","10,00000",H,"7,00000",,"1,15000","59,50000"
п.45015 от 23.10.25 до 23.04.26,"47,42000","111,00000","0,45400","-0,26500","0,35300","0,47400","0,10600","30,00000","232,00000","3,02000",,"120,00000",Сорность,,,"1,64316","26,33333","45,55750",РРМ 310,"35,16435","16,02000","41,51950","1,5","10,00000",H,"7,00000",,"1,19000","63,40000"
п.45016 от 20.10.25 до 20.04.26,,,,,,,,,,,,,,Соответствует,,,"5,00000",,,,,,,,,,,,
п.45017 от 20.10.25 до 20.10.27,,,,,,,,,,,,,,Прозрачный,,,,,,,,,,,,,,,
